Species	M00001;M00002;M00003;M00004;M00006;M00007;M00008;M00009;M00010;M00011;M00012;M00013;M00014;M00015;M00016;M00017;M00018;M00019;M00020;M00021;M00022;M00023;M00024;M00025;M00026;M00027;M00028;M00029;M00030;M00031;M00032;M00033;M00034;M00035;M00036;M00037;M00038;M00039;M00040;M00042;M00044;M00045;M00046;M00048;M00049;M00050;M00051;M00052;M00053;M00055;M00059;M00060;M00061;M00063;M00064;M00066;M00072;M00076;M00077;M00078;M00079;M00081;M00082;M00083;M00085;M00086;M00087;M00088;M00091;M00093;M00095;M00096;M00097;M00098;M00099;M00100;M00104;M00112;M00114;M00115;M00116;M00117;M00118;M00119;M00120;M00121;M00122;M00123;M00124;M00125;M00126;M00127;M00129;M00131;M00133;M00134;M00135;M00136;M00140;M00141;M00144;M00149;M00150;M00153;M00154;M00155;M00157;M00159;M00165;M00166;M00167;M00168;M00169;M00170;M00171;M00172;M00173;M00174;M00175;M00176;M00307;M00308;M00309;M00338;M00344;M00345;M00346;M00356;M00357;M00358;M00364;M00365;M00366;M00367;M00368;M00372;M00373;M00374;M00375;M00376;M00377;M00378;M00418;M00422;M00432;M00433;M00525;M00526;M00527;M00528;M00529;M00530;M00531;M00532;M00533;M00535;M00537;M00538;M00540;M00541;M00545;M00546;M00549;M00550;M00552;M00554;M00555;M00563;M00564;M00565;M00567;M00568;M00569;M00570;M00572;M00573;M00577;M00579;M00580;M00595;M00596;M00608;M00609;M00615;M00616;M00620;M00622;M00623;M00627;M00631;M00632;M00633;M00651;M00705;M00714;M00725;M00726;M00740;M00741;M00761;M00763;M00778;M00790;M00793;M00804;M00823;M00824;M00835;M00836;M00840;M00841;M00842;M00843;M00844;M00845;M00846;M00847;M00848;M00849;M00854;M00855;M00860;M00866;M00868;M00872;M00873;M00874;M00875;M00876;M00878;M00880;M00892;M00903;M00909;M00918;M00919;M00921;M00923
GB_GCA_002839675.1	11;6;8;2;0;1;0;7;0;7;0;0;0;1;8;4;4;5;1;0;4;5;1;0;8;0;4;3;0;0;0;2;3;2;1;0;1;0;0;0;0;0;1;10;5;4;6;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;4;0;0;1;0;0;0;0;1;3;0;1;0;1;1;6;3;0;1;1;0;5;0;0;2;1;0;0;2;1;0;1;0;0;0;0;0;9;7;4;3;0;0;0;0;0;14;0;3;2;4;1;0;0;2;6;2;9;19;0;0;0;0;0;1;0;1;9;1;2;4;5;0;4;3;0;6;5;7;0;0;0;0;2;0;3;0;0;0;0;0;0;0;0;1;0;0;9;0;0;27;0;1;5;0;0;0;0;5;0;1;1;1;0;0;14;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;4;0;0;1;1;3;4;7;3;0;5;0;0;0;0;3;0;0;0;0;0;1;5;1;0;1;0;0;0;1
GB_GCA_903832665.1	11;6;8;2;0;1;0;7;0;7;0;0;0;1;6;5;4;5;1;2;4;6;1;0;8;0;4;3;0;0;0;2;3;2;1;1;1;0;0;1;0;0;1;10;4;3;6;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;4;0;0;0;0;0;0;0;1;3;0;2;0;1;1;6;3;0;1;1;0;5;0;0;1;1;0;0;2;1;0;1;0;0;0;0;0;9;7;4;3;0;1;0;1;1;14;0;2;1;4;1;1;0;2;6;2;6;16;0;0;0;0;0;1;0;1;9;1;2;3;4;0;4;3;0;5;5;6;0;0;0;0;2;0;3;0;0;0;0;0;0;0;0;1;0;0;6;0;0;24;0;1;5;0;0;0;0;5;0;0;1;1;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;1;1;3;4;7;3;0;5;0;2;0;0;3;0;0;0;0;0;1;5;1;0;1;0;0;0;0
RS_GCF_000017625.1	13;7;10;2;0;1;0;7;0;7;0;0;1;0;7;7;4;5;1;2;4;6;2;1;8;0;4;3;0;0;0;2;3;3;1;0;1;0;0;0;0;1;0;10;4;3;6;3;7;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;2;0;0;4;0;0;1;0;0;0;0;1;3;0;1;0;2;1;5;3;0;0;1;0;5;2;0;3;1;0;0;2;1;0;1;0;0;0;0;0;9;8;5;3;0;0;0;0;0;13;0;3;1;4;2;0;2;2;6;2;8;18;0;0;0;0;0;1;0;1;9;1;2;4;5;0;4;4;0;6;5;7;0;0;0;0;2;0;4;0;0;0;0;0;0;1;0;2;0;0;8;0;0;26;1;1;5;1;0;0;0;5;0;0;0;1;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;4;0;0;1;1;3;4;7;3;0;5;1;1;0;1;3;0;0;1;0;0;1;5;1;0;1;0;0;0;0
GB_GCA_002502735.1	10;6;9;4;0;3;0;7;0;7;0;0;0;0;7;4;3;5;1;0;4;6;1;0;8;0;4;3;0;0;0;1;2;2;1;0;1;0;0;0;0;1;0;10;4;3;5;3;7;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;4;0;0;1;0;0;0;0;1;3;0;1;0;2;1;5;3;0;0;1;0;5;0;0;3;1;1;0;2;1;0;1;0;0;0;0;0;9;8;4;4;0;0;0;0;0;13;0;3;1;4;1;0;0;2;5;2;8;18;0;0;0;0;0;1;0;1;9;1;2;4;5;0;2;4;0;5;4;6;0;0;0;0;2;0;4;0;0;0;0;0;0;1;0;1;0;1;8;0;0;26;1;1;5;0;0;0;0;5;0;0;0;1;0;0;13;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;1;1;3;4;7;0;0;5;0;0;0;0;3;0;0;0;0;0;1;5;2;0;2;0;0;0;1
GB_GCA_003170075.1	8;5;8;2;0;1;0;7;0;7;0;0;0;0;7;5;4;5;1;0;4;6;2;1;8;0;4;3;0;0;0;2;3;3;1;0;1;0;0;0;0;1;0;10;4;3;7;3;7;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;4;0;0;0;0;0;0;0;0;3;0;2;0;1;1;5;3;0;0;1;0;4;0;0;1;1;1;0;2;1;1;1;0;0;0;0;0;8;7;4;3;0;1;0;1;1;14;0;1;1;4;1;1;0;2;5;2;6;14;0;0;0;0;0;1;0;1;9;1;1;4;5;0;4;4;0;5;4;6;0;0;0;0;2;0;4;0;0;0;0;0;0;0;0;1;0;0;6;0;0;22;0;1;5;0;0;0;0;5;0;0;0;1;0;0;13;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;1;1;3;4;7;3;0;5;0;0;0;0;3;0;0;0;0;0;1;5;1;0;1;0;0;0;0
GB_GCA_002067895.1	8;5;8;2;0;1;0;7;0;7;0;0;0;0;7;4;4;5;1;0;4;6;2;1;8;0;4;3;0;0;0;2;2;2;1;0;1;0;0;0;0;1;0;10;4;3;6;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;3;0;0;5;1;0;0;0;0;0;0;1;3;0;2;0;1;1;5;3;0;0;1;0;4;0;0;2;1;0;0;2;1;0;1;0;0;0;0;0;9;7;4;3;0;0;0;0;0;13;0;1;1;4;1;0;0;2;5;2;9;19;0;1;1;1;1;1;0;1;9;1;2;3;5;0;2;4;0;6;5;7;0;0;0;0;2;0;4;0;0;0;0;0;0;0;0;1;0;0;9;0;0;27;1;1;6;0;0;0;0;5;0;0;0;1;0;0;13;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;1;1;3;4;7;3;0;6;0;0;0;0;3;0;0;0;0;0;1;5;1;0;1;0;0;0;0
GB_GCA_903900025.1	8;5;6;2;0;1;0;7;0;7;0;0;0;0;6;3;3;4;1;0;4;6;1;0;6;0;4;3;0;0;0;1;2;2;1;0;1;0;0;0;0;1;0;10;4;3;6;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;4;0;0;0;0;0;0;0;0;3;0;2;0;1;1;6;3;0;0;1;0;5;0;0;2;1;0;0;2;1;0;1;0;0;0;0;0;9;5;4;1;0;1;0;1;1;13;0;1;1;4;1;1;0;0;4;2;8;16;0;0;0;0;0;1;0;1;9;1;1;3;5;0;2;4;0;5;4;6;0;0;0;0;2;0;4;0;0;0;0;0;0;0;0;1;0;0;8;0;0;22;0;1;4;0;0;0;0;5;0;0;0;1;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;1;1;3;4;7;0;0;5;0;0;0;0;3;0;0;0;0;0;1;5;1;0;1;0;0;0;0
GB_GCA_000235685.2	8;5;6;2;0;1;0;7;0;7;0;0;0;0;8;4;4;5;1;0;4;6;1;0;8;0;4;3;0;0;0;2;2;2;1;0;1;0;0;0;0;1;0;11;4;3;6;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;4;0;0;0;0;0;0;0;1;3;0;2;0;1;2;6;3;0;0;1;0;3;0;0;1;0;0;0;2;1;0;1;0;0;0;0;0;9;5;4;1;0;0;0;0;0;14;0;1;1;4;1;1;0;0;4;2;9;17;0;1;1;0;0;1;0;1;9;1;2;2;5;0;0;3;0;6;5;7;0;0;0;0;2;0;2;0;0;0;0;0;0;1;0;1;0;0;9;0;0;27;0;1;6;0;0;0;0;5;0;0;0;1;0;0;14;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;4;0;0;1;1;3;4;7;1;0;5;0;0;0;0;3;0;0;0;0;0;1;5;2;0;2;0;0;1;1
GB_GCA_002067095.1	8;5;6;2;0;1;0;7;0;7;0;0;1;1;8;4;4;5;1;0;4;6;1;0;8;0;4;3;0;0;0;2;2;2;1;0;1;0;0;0;0;1;1;10;4;3;6;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;4;0;0;0;0;0;0;0;0;3;0;2;0;1;2;6;2;0;1;1;1;4;2;0;2;0;0;0;2;1;0;1;0;0;0;0;0;9;5;4;1;0;1;0;1;1;14;0;1;1;4;1;1;0;0;4;2;1;3;0;0;0;0;0;1;0;1;9;1;2;2;5;0;0;3;0;6;5;7;0;0;0;0;2;0;2;0;0;0;0;0;0;2;0;1;0;0;1;0;0;11;0;1;6;0;0;0;0;5;0;0;0;1;0;0;13;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;4;0;0;1;1;3;4;7;3;0;5;1;0;0;0;3;0;0;0;0;0;1;5;1;0;1;0;0;0;0
GB_GCA_013415565.1	7;5;6;2;0;1;0;7;0;7;0;0;1;0;8;4;4;5;1;0;4;6;2;1;8;0;4;3;0;0;0;2;2;2;1;0;1;0;0;0;0;0;0;11;4;3;5;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;4;0;0;0;0;0;0;0;1;3;0;2;0;2;1;6;3;0;0;1;1;3;2;0;2;0;0;0;2;1;0;1;0;0;0;0;0;9;5;4;1;0;0;0;0;0;13;0;1;1;4;1;0;0;0;4;2;4;9;0;0;0;0;0;1;0;1;9;1;2;4;5;0;2;3;0;6;5;7;0;0;0;0;2;0;2;0;0;0;0;0;0;1;0;1;0;0;4;0;0;16;1;1;5;0;0;0;0;5;0;0;1;1;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0;0;1;1;3;4;7;0;0;5;1;0;0;0;3;0;0;0;0;0;1;5;1;0;1;0;0;0;0
GB_GCA_002499905.1	8;5;6;2;0;1;0;7;0;7;0;0;0;0;8;4;4;5;1;0;4;6;1;0;7;0;4;3;0;0;0;2;2;2;1;0;1;0;0;0;0;1;0;11;4;3;6;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2;0;0;4;0;0;0;0;0;0;0;1;3;0;2;0;1;1;6;3;0;0;1;1;4;0;0;2;1;0;0;2;1;0;1;0;0;0;0;0;9;5;4;1;0;1;0;1;1;13;0;1;1;4;1;0;0;0;4;2;9;18;0;0;0;0;0;1;0;1;9;1;2;3;4;0;2;3;0;6;5;7;0;0;0;0;2;0;2;0;0;0;0;0;0;1;0;1;0;0;9;0;0;26;1;1;6;0;0;0;0;5;0;0;1;1;0;0;12;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;1;1;3;4;7;0;0;5;0;0;0;0;3;0;0;0;0;0;1;5;2;0;2;0;0;0;0
GB_GCA_002503825.1	9;6;6;3;0;2;0;7;0;7;0;0;1;0;8;4;4;5;1;0;4;6;1;0;8;0;4;3;0;0;0;2;2;3;1;1;1;0;0;1;0;1;1;11;5;4;6;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;4;0;0;1;0;0;0;0;0;3;0;2;0;1;2;6;3;0;1;1;0;4;2;0;1;1;1;0;2;1;0;1;0;0;0;0;0;9;6;4;2;0;1;0;1;1;15;0;2;1;4;1;1;0;0;3;2;9;19;0;0;0;0;0;1;0;1;9;1;2;4;5;0;2;2;0;6;5;7;0;0;0;0;2;0;2;0;0;0;0;0;0;2;0;1;0;0;9;0;0;27;0;0;6;0;0;0;0;4;0;0;1;1;0;0;14;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;1;1;3;4;6;3;0;5;1;0;0;0;3;0;0;0;0;0;1;5;2;0;2;0;0;0;1
GB_GCA_001412335.1	7;5;6;2;0;1;0;8;0;8;0;0;0;0;7;4;3;5;1;0;3;6;1;1;7;0;4;3;0;0;0;2;2;2;1;0;1;0;0;0;0;1;1;11;4;3;4;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;1;0;0;0;0;1;4;0;2;0;1;1;6;3;0;1;1;0;3;0;0;1;0;0;0;2;1;0;2;0;0;0;0;0;9;5;4;1;0;0;0;0;0;14;0;1;1;4;1;0;0;0;3;2;5;12;0;0;0;0;0;1;0;0;9;0;2;3;5;0;2;3;0;6;5;7;0;0;0;0;3;0;2;0;0;0;0;0;0;0;0;1;0;0;5;0;0;19;1;0;6;0;0;0;0;4;0;0;0;1;0;0;13;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;1;1;3;4;7;2;0;4;0;0;0;0;3;0;0;0;0;0;1;4;1;0;1;0;0;0;0
GB_GCA_903819595.1	10;5;8;2;0;1;0;7;0;7;0;0;0;1;7;5;4;5;1;2;4;6;1;0;8;0;4;3;0;0;0;2;2;2;1;0;1;0;0;0;0;2;0;10;4;3;6;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;2;0;0;4;0;0;1;0;0;0;0;0;3;0;1;0;2;1;6;3;0;0;1;0;4;0;0;2;1;0;0;2;1;1;1;0;0;0;0;0;9;7;4;3;0;1;0;1;1;13;0;1;1;4;1;0;0;2;6;2;9;18;0;0;0;0;0;1;0;1;9;1;2;4;4;0;3;3;0;6;5;7;0;0;0;0;2;0;3;0;0;0;0;0;0;0;0;1;0;0;9;0;0;26;1;1;5;1;0;0;0;5;0;0;0;1;0;0;12;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;4;0;0;1;1;3;4;7;0;1;5;1;1;0;0;3;0;0;0;0;0;1;5;1;0;1;0;0;0;0
GB_GCA_903828975.1	9;5;8;2;0;1;0;9;0;9;0;0;0;0;8;5;4;5;1;0;4;6;1;0;7;0;4;3;0;0;0;2;1;1;1;0;1;0;0;0;0;1;0;10;4;3;6;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;4;0;0;1;0;0;0;0;1;3;0;1;0;2;1;6;3;0;1;1;1;5;0;0;2;1;0;0;2;1;0;2;0;0;0;0;0;9;7;4;3;0;1;0;1;1;16;0;1;1;4;1;0;0;2;5;2;6;10;0;0;0;0;0;0;0;1;10;1;3;4;4;0;4;2;0;6;5;7;0;0;0;0;2;0;3;0;0;0;0;0;0;1;0;1;0;0;6;0;0;18;1;1;6;0;0;0;0;5;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;4;0;0;1;1;3;4;7;0;0;5;0;0;0;0;3;0;0;0;0;0;1;5;2;0;2;0;0;0;0
GB_GCA_903926075.1	10;6;7;2;0;1;0;6;0;6;0;0;1;0;7;5;4;5;1;2;4;6;2;1;7;0;4;3;0;0;0;2;3;2;1;0;1;0;0;0;0;0;0;11;4;3;5;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;4;0;0;0;0;0;0;0;1;3;0;2;0;2;1;6;3;0;1;1;0;4;2;0;3;1;0;0;2;1;0;0;0;0;0;0;0;9;4;3;1;0;1;0;1;1;12;0;1;1;4;1;0;0;0;5;2;10;20;0;0;0;0;0;1;0;1;8;1;1;3;5;0;4;3;0;6;5;7;0;0;0;0;2;0;3;0;0;0;0;0;0;2;0;1;0;0;10;0;0;28;0;0;5;0;0;0;0;5;0;0;0;2;0;0;12;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;1;1;3;4;7;0;0;5;1;1;0;0;3;0;0;0;0;0;1;5;2;0;2;0;0;0;0
RS_GCF_003173335.1	12;7;7;2;0;1;0;7;0;7;0;0;1;0;7;4;4;5;1;1;4;6;1;0;6;0;4;3;0;0;0;2;4;2;1;0;0;0;0;0;0;0;1;10;5;4;6;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;4;0;0;0;0;0;0;0;1;3;0;2;0;1;1;5;4;0;0;1;1;4;2;0;4;0;1;0;2;1;1;1;0;0;0;0;0;9;6;4;2;1;1;1;2;2;15;0;3;1;4;1;1;0;1;5;3;9;17;0;0;0;0;0;1;0;1;10;1;2;2;5;0;0;3;0;6;5;7;0;0;0;0;3;0;3;0;0;0;0;0;0;1;0;1;0;0;9;0;0;27;0;0;6;0;0;0;0;5;0;0;0;1;0;0;13;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0;0;1;1;3;4;6;3;1;5;1;2;0;0;3;0;0;0;0;0;1;5;1;0;1;0;0;0;1
GB_GCA_012729535.1	12;7;7;2;0;1;0;7;0;7;0;0;1;0;7;4;4;5;1;1;4;6;1;0;7;0;4;3;0;0;0;2;4;3;1;0;0;0;0;0;0;0;0;10;5;4;6;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;4;0;0;0;0;0;0;0;0;3;0;2;0;1;2;5;3;0;0;1;1;5;2;0;3;0;1;0;1;1;1;1;0;0;0;0;0;9;6;4;2;1;1;1;2;2;16;0;1;1;4;1;0;0;1;5;3;9;19;0;0;0;0;0;1;0;1;10;1;2;3;4;0;4;3;0;6;5;7;0;0;0;0;3;0;3;0;0;0;0;0;0;1;0;1;0;0;9;0;0;27;0;1;5;0;0;0;0;5;0;0;0;1;0;0;14;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4;0;0;1;1;3;4;6;3;0;5;1;2;0;0;3;0;0;0;0;0;1;5;1;0;1;0;0;0;0
RS_GCF_000013445.1	12;7;7;2;0;1;0;7;0;7;0;0;1;0;7;5;4;5;1;2;4;6;1;0;7;0;4;3;0;0;0;2;4;2;1;0;0;0;0;0;0;0;0;10;5;4;6;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;3;0;0;4;0;0;1;0;0;0;0;0;3;0;2;0;1;2;5;4;0;0;1;1;5;2;0;3;0;1;0;2;1;1;1;0;0;0;0;0;9;6;4;2;1;1;1;2;2;15;0;1;1;4;1;1;0;1;5;3;9;19;0;0;0;0;0;1;0;1;10;1;2;4;4;0;4;3;0;6;5;7;0;0;0;0;2;0;3;0;0;0;0;0;0;1;0;1;0;0;9;0;0;27;0;1;6;1;0;0;0;5;0;0;0;1;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;4;0;0;1;1;3;4;6;0;0;5;1;2;0;0;3;0;0;1;0;0;1;5;1;0;1;0;0;0;1
RS_GCF_003173355.1	13;7;7;2;0;1;0;7;0;7;0;0;1;1;7;5;4;5;1;2;4;6;1;0;7;0;4;3;0;0;0;2;4;2;1;0;0;0;0;0;0;1;1;10;5;4;7;3;7;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;5;1;0;0;0;0;0;0;1;3;0;2;0;1;1;5;3;4;1;1;1;5;2;0;3;0;1;0;2;1;1;1;0;0;0;0;0;9;6;4;2;1;1;1;2;2;15;0;3;1;4;1;1;0;1;5;3;9;19;0;1;1;1;1;1;0;1;10;1;2;4;4;0;4;3;0;6;5;7;0;0;0;0;2;0;3;0;0;0;0;0;0;2;0;1;0;0;9;0;0;27;0;1;5;0;3;5;0;5;0;0;0;2;0;0;13;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;4;0;0;1;1;3;4;7;0;0;6;1;2;0;1;3;0;0;0;0;0;1;5;2;0;2;0;0;0;1
GB_GCA_004332335.1	9;5;5;2;0;1;0;7;0;7;0;0;1;0;8;4;4;5;1;2;4;1;2;1;8;0;4;3;0;0;0;2;2;2;1;0;1;0;0;0;0;1;1;11;5;4;6;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;5;1;1;1;0;0;0;0;1;3;0;1;0;2;2;2;3;0;1;1;0;4;2;0;2;0;1;0;2;1;0;1;0;1;0;0;0;8;6;4;2;0;1;0;1;1;13;0;1;1;4;1;0;0;1;4;2;10;19;0;1;1;1;1;1;0;1;9;1;2;4;3;0;4;3;0;6;5;7;0;0;0;0;3;0;2;0;0;0;0;0;0;2;0;1;0;0;10;0;1;27;0;1;5;0;0;0;0;5;1;0;0;1;0;0;11;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;4;0;0;1;1;3;4;1;2;0;6;2;2;0;0;1;0;0;0;0;0;1;5;2;0;2;0;0;0;0
GB_GCA_012728895.1	10;6;8;2;0;1;0;7;0;7;0;0;0;0;7;4;4;5;1;1;4;1;1;0;9;0;4;3;0;0;0;2;2;2;1;0;1;0;0;0;0;1;0;8;4;3;6;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;3;0;0;4;0;1;1;0;0;0;0;1;3;0;1;0;2;2;6;3;0;1;1;1;5;0;0;2;0;1;0;2;1;0;1;0;0;0;0;0;9;6;4;2;0;1;0;1;1;13;0;1;1;4;1;0;0;1;4;2;9;17;0;0;0;0;0;1;0;1;9;1;2;3;3;0;4;3;0;6;5;7;0;0;0;0;3;0;3;0;0;0;0;1;0;1;0;1;0;0;9;0;1;25;0;1;5;1;0;0;0;5;1;0;0;1;0;0;11;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;1;1;3;4;7;0;0;5;1;2;0;0;3;0;0;1;0;0;1;5;2;0;2;0;0;0;0
RS_GCF_000021965.1	11;7;7;2;0;1;0;7;0;7;0;0;0;0;8;7;4;5;1;2;4;6;1;0;8;0;4;3;0;0;0;2;2;3;1;0;1;0;0;0;0;0;0;11;5;4;6;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;4;0;0;0;0;0;0;0;1;3;0;2;0;1;1;6;3;0;0;1;1;5;0;0;2;1;0;0;2;1;1;1;0;0;0;0;0;9;6;4;2;0;0;0;0;0;12;0;3;1;4;1;1;2;1;4;2;11;21;0;0;0;0;0;1;0;1;9;1;2;4;5;0;2;3;0;6;5;7;0;0;0;0;3;0;3;0;0;0;0;0;0;1;0;1;0;1;11;0;0;29;0;1;5;0;0;0;0;5;1;0;0;1;0;0;12;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;4;0;0;1;1;3;4;7;3;0;5;0;0;0;0;3;0;0;0;0;0;1;5;2;0;2;0;0;0;0
GB_GCA_002498375.1	7;4;5;2;0;1;0;7;0;7;0;0;0;0;8;5;4;5;1;0;4;1;1;0;7;0;4;3;0;0;0;3;2;2;1;0;1;0;0;0;0;0;0;8;4;3;6;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;5;1;0;0;0;0;0;0;1;1;0;1;0;2;1;7;3;0;0;2;1;4;0;0;3;0;0;0;2;1;0;1;0;0;0;0;0;9;4;2;2;0;0;0;0;0;12;0;1;1;4;1;0;0;1;4;2;5;12;0;1;1;1;1;1;0;1;9;1;2;1;4;0;0;3;0;6;5;7;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;1;0;0;5;0;0;22;0;0;5;0;0;0;0;5;0;0;0;1;0;0;12;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;4;0;0;1;1;3;4;7;0;0;6;0;0;0;0;3;0;0;0;0;0;1;4;1;0;1;0;0;0;0
RS_GCF_000015765.1	8;5;6;2;0;1;0;7;0;7;0;0;1;0;7;5;4;5;1;0;4;5;1;0;7;0;3;3;0;0;0;3;2;3;1;0;1;0;0;0;0;0;0;8;4;3;6;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;5;1;0;0;0;0;0;0;1;3;0;1;0;2;1;7;3;0;0;2;0;4;2;0;3;0;0;0;2;1;0;1;0;0;0;0;0;9;5;3;2;0;0;0;0;0;12;0;1;1;4;1;1;0;1;4;2;9;16;0;1;1;1;1;1;0;1;9;1;2;1;4;0;0;3;0;6;5;7;0;0;0;0;3;0;3;0;0;0;0;1;0;1;0;1;0;0;9;0;0;28;0;1;5;0;0;0;0;5;0;0;0;1;0;0;12;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;4;0;0;1;1;3;3;7;0;0;6;1;0;0;0;3;0;0;0;0;0;1;5;1;0;1;0;0;0;0
RS_GCF_002287215.1	8;5;6;2;0;1;0;7;0;7;0;0;1;0;8;5;4;5;1;0;4;1;1;0;7;0;4;3;0;0;0;3;2;3;1;0;1;0;0;0;0;0;0;8;4;3;6;3;6;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;5;1;0;0;0;0;0;0;1;3;0;1;0;2;1;7;3;0;0;2;0;4;2;0;3;0;0;0;2;1;0;1;0;0;0;0;0;9;5;3;2;0;0;0;0;0;12;0;1;1;4;1;0;0;1;4;2;9;16;0;1;1;1;1;1;0;1;9;1;2;1;4;0;0;3;0;6;5;7;0;0;0;0;3;0;3;0;0;0;0;1;0;1;0;1;0;0;9;0;0;27;0;1;5;0;0;0;0;5;0;0;0;1;0;0;12;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;1;1;3;4;8;0;0;6;1;0;0;0;3;0;0;0;0;0;1;5;1;0;1;0;0;0;3
